Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: fee1131 (distance: 170, speed: 7, health: 3)
Moved: darden1135 (distance: 128, speed: 4, health: 5)
Moved: garcia1136 (distance: 136, speed: 6, health: 5)
Moved: fee1140 (distance: 198, speed: 2, health: 3)
Moved: garcia1145 (distance: 72, speed: 3, health: 5)
Moved: bing1147 (distance: 107, speed: 3, health: 3)
Moved: fee1149 (distance: 180, speed: 1, health: 2)
Moved: noah1150 (distance: 192, speed: 5, health: 4)
Moved: paoletti1152 (distance: 163, speed: 4, health: 3)
Moved: cris1155 (distance: 251, speed: 3, health: 5)
Moved: noah1159 (distance: 159, speed: 4, health: 4)
Moved: potatobot1160 (distance: 96, speed: 4, health: 4)
Moved: paoletti1161 (distance: 119, speed: 1, health: 5)
Moved: garcia1163 (distance: 203, speed: 5, health: 5)
Moved: will1166 (distance: 210, speed: 6, health: 1)
Moved: potatobot1169 (distance: 171, speed: 6, health: 3)
Moved: darden1171 (distance: 58, speed: 2, health: 5)
Moved: bing1174 (distance: 95, speed: 3, health: 4)
Moved: potatobot1178 (distance: 89, speed: 3, health: 3)
Moved: darden1180 (distance: 170, speed: 8, health: 2)
Moved: bing1183 (distance: 134, speed: 5, health: 5)
Moved: fee1185 (distance: 107, speed: 1, health: 3)
Moved: potatobot1187 (distance: 109, speed: 4, health: 4)
Moved: garcia1190 (distance: 109, speed: 3, health: 5)
Moved: bing1192 (distance: 137, speed: 1, health: 2)
Moved: will1193 (distance: 160, speed: 1, health: 4)
Moved: fee1194 (distance: 147, speed: 3, health: 2)
Moved: garcia1199 (distance: 98, speed: 1, health: 1)
Moved: cris1200 (distance: 121, speed: 3, health: 1)
Moved: darden1207 (distance: 122, speed: 1, health: 4)
Moved: garcia1208 (distance: 129, speed: 3, health: 3)
Moved: fee1212 (distance: 174, speed: 9, health: 5)
Moved: noah1213 (distance: 88, speed: 2, health: 3)
Moved: paoletti1215 (distance: 268, speed: 2, health: 2)
Moved: potatobot1223 (distance: 104, speed: 5, health: 4)
Moved: darden1225 (distance: 155, speed: 5, health: 5)
Moved: garcia1226 (distance: 254, speed: 2, health: 2)
Moved: will1229 (distance: 58, speed: 3, health: 5)
Moved: garcia1235 (distance: 203, speed: 4, health: 1)
Moved: bing1237 (distance: 169, speed: 3, health: 5)
Moved: noah1240 (distance: 133, speed: 5, health: 1)
Moved: potatobot1241 (distance: 124, speed: 1, health: 4)
Moved: paoletti1242 (distance: 176, speed: 5, health: 3)
Moved: darden1243 (distance: 178, speed: 4, health: 2)
Moved: cris1245 (distance: 141, speed: 6, health: 4)
Moved: will1247 (distance: 23, speed: 1, health: 5)
Moved: paoletti1251 (distance: 268, speed: 2, health: 5)
Moved: darden1252 (distance: 73, speed: 1, health: 1)
Moved: garcia1253 (distance: 160, speed: 8, health: 3)
Moved: noah1258 (distance: 146, speed: 2, health: 1)
Moved: paoletti1260 (distance: 27, speed: 1, health: 3)
Moved: garcia1262 (distance: 35, speed: 1, health: 5)
Moved: will1265 (distance: 199, speed: 6, health: 2)
Moved: darden1270 (distance: 108, speed: 1, health: 2)
Moved: cris1272 (distance: 141, speed: 1, health: 3)
Moved: will1274 (distance: 226, speed: 2, health: 5)
Moved: noah1276 (distance: 180, speed: 8, health: 1)
Moved: darden1279 (distance: 208, speed: 1, health: 5)
Moved: garcia1289 (distance: 142, speed: 1, health: 2)
Moved: will1292 (distance: 215, speed: 5, health: 5)
Moved: potatobot1295 (distance: 106, speed: 5, health: 4)
Moved: darden1297 (distance: 226, speed: 3, health: 4)
Moved: will1301 (distance: 221, speed: 4, health: 5)
Moved: fee1302 (distance: 219, speed: 1, health: 5)
Moved: noah1303 (distance: 202, speed: 1, health: 3)
Moved: bing1309 (distance: 211, speed: 5, health: 4)
Moved: will1310 (distance: 235, speed: 1, health: 1)
Moved: cris1317 (distance: 146, speed: 7, health: 5)
Moved: bing1318 (distance: 263, speed: 1, health: 5)
Moved: fee1320 (distance: 96, speed: 4, health: 1)
Moved: paoletti1323 (distance: 143, speed: 2, health: 1)
Moved: darden1324 (distance: 215, speed: 5, health: 5)
Moved: garcia1325 (distance: 197, speed: 6, health: 5)
Moved: cris1326 (distance: 219, speed: 4, health: 4)
Moved: will1328 (distance: 207, speed: 2, health: 1)
Moved: fee1329 (distance: 116, speed: 1, health: 2)
Moved: noah1330 (distance: 64, speed: 3, health: 1)
Moved: garcia1334 (distance: 213, speed: 4, health: 4)
Moved: noah1339 (distance: 218, speed: 1, health: 5)
Moved: potatobot1340 (distance: 67, speed: 1, health: 5)
Moved: darden1342 (distance: 64, speed: 2, health: 1)
Moved: cris1344 (distance: 217, speed: 1, health: 1)
Moved: darden1351 (distance: 164, speed: 6, health: 1)
Moved: cris1353 (distance: 123, speed: 2, health: 3)
Moved: bing1354 (distance: 148, speed: 5, health: 1)
Moved: will1355 (distance: 175, speed: 5, health: 2)
Moved: fee1356 (distance: 136, speed: 3, health: 1)
Moved: noah1357 (distance: 70, speed: 3, health: 5)
Moved: potatobot1358 (distance: 156, speed: 2, health: 3)
Moved: paoletti1359 (distance: 226, speed: 4, health: 5)
Moved: garcia1361 (distance: 60, speed: 1, health: 3)
Moved: cris1362 (distance: 141, speed: 1, health: 3)
Moved: will1364 (distance: 97, speed: 2, health: 5)
Moved: noah1366 (distance: 127, speed: 4, health: 3)
Moved: darden1369 (distance: 49, speed: 2, health: 2)
Moved: garcia1370 (distance: 84, speed: 3, health: 5)
Moved: cris1371 (distance: 62, speed: 1, health: 3)
Moved: paoletti1377 (distance: 228, speed: 1, health: 4)
Moved: cris1380 (distance: 208, speed: 5, health: 5)
Moved: paoletti1386 (distance: 127, speed: 3, health: 1)
Moved: darden1387 (distance: 115, speed: 5, health: 4)
Moved: will1391 (distance: 153, speed: 7, health: 5)
Moved: noah1393 (distance: 126, speed: 6, health: 1)
Moved: paoletti1395 (distance: 135, speed: 5, health: 2)
Moved: cris1398 (distance: 181, speed: 8, health: 4)
Moved: bing1399 (distance: 101, speed: 1, health: 3)
Moved: potatobot1412 (distance: 176, speed: 4, health: 3)
Moved: paoletti1413 (distance: 55, speed: 1, health: 5)
Moved: darden1414 (distance: 131, speed: 4, health: 3)
Moved: garcia1415 (distance: 168, speed: 7, health: 2)
Moved: cris1416 (distance: 92, speed: 3, health: 1)
Moved: bing1417 (distance: 108, speed: 2, health: 2)
Moved: will1418 (distance: 124, speed: 6, health: 2)
Moved: potatobot1421 (distance: 101, speed: 3, health: 1)
Moved: paoletti1422 (distance: 135, speed: 6, health: 1)
Moved: cris1425 (distance: 103, speed: 1, health: 1)
Moved: potatobot1430 (distance: 115, speed: 2, health: 4)
Moved: fee1437 (distance: 210, speed: 1, health: 1)
Moved: paoletti1449 (distance: 146, speed: 3, health: 4)
Moved: darden1450 (distance: 143, speed: 6, health: 1)
Moved: cris1452 (distance: 264, speed: 1, health: 1)
Moved: fee1455 (distance: 139, speed: 3, health: 4)
Moved: will1463 (distance: 150, speed: 4, health: 3)
Moved: noah1465 (distance: 49, speed: 2, health: 3)
Moved: potatobot1466 (distance: 88, speed: 2, health: 3)
Moved: paoletti1467 (distance: 235, speed: 4, health: 5)
Moved: fee1473 (distance: 269, speed: 2, health: 5)
Moved: cris1479 (distance: 134, speed: 5, health: 4)
Moved: bing1480 (distance: 168, speed: 1, health: 1)
Moved: garcia1487 (distance: 247, speed: 3, health: 2)
Moved: will1490 (distance: 201, speed: 2, health: 5)
Moved: fee1491 (distance: 187, speed: 5, health: 5)
Moved: potatobot1493 (distance: 228, speed: 4, health: 2)
Moved: darden1495 (distance: 164, speed: 4, health: 3)
Moved: garcia1496 (distance: 134, speed: 5, health: 5)
Moved: cris1497 (distance: 138, speed: 1, health: 5)
Moved: bing1498 (distance: 74, speed: 3, health: 4)
Moved: potatobot1502 (distance: 175, speed: 6, health: 4)
Moved: paoletti1503 (distance: 186, speed: 5, health: 5)
Moved: will1508 (distance: 258, speed: 3, health: 3)
Moved: fee1509 (distance: 127, speed: 4, health: 3)
Moved: noah1510 (distance: 117, speed: 3, health: 2)
Moved: paoletti1512 (distance: 212, speed: 2, health: 1)
Moved: cris1515 (distance: 179, speed: 2, health: 2)
Moved: will1517 (distance: 137, speed: 6, health: 4)
Moved: potatobot1520 (distance: 109, speed: 1, health: 2)
Moved: paoletti1521 (distance: 138, speed: 5, health: 3)
Moved: darden1522 (distance: 212, speed: 3, health: 4)
Moved: cris1524 (distance: 232, speed: 3, health: 5)
Moved: potatobot1529 (distance: 165, speed: 8, health: 2)
Moved: noah1537 (distance: 190, speed: 3, health: 1)
Moved: darden1540 (distance: 237, speed: 2, health: 2)
Moved: fee1545 (distance: 79, speed: 2, health: 4)
Moved: noah1546 (distance: 130, speed: 5, health: 5)
Moved: darden1549 (distance: 93, speed: 3, health: 3)
Moved: bing1552 (distance: 142, speed: 3, health: 1)
Moved: fee1554 (distance: 194, speed: 7, health: 5)
Moved: potatobot1556 (distance: 126, speed: 3, health: 2)
Moved: cris1560 (distance: 222, speed: 3, health: 1)
Moved: bing1561 (distance: 254, speed: 3, health: 4)
Moved: potatobot1565 (distance: 145, speed: 7, health: 5)
Moved: darden1567 (distance: 215, speed: 4, health: 1)
Moved: cris1569 (distance: 247, speed: 2, health: 1)
Moved: bing1570 (distance: 128, speed: 6, health: 2)
Moved: darden1576 (distance: 116, speed: 4, health: 3)
Moved: garcia1577 (distance: 202, speed: 4, health: 4)
Moved: cris1578 (distance: 175, speed: 1, health: 1)
Moved: bing1579 (distance: 61, speed: 2, health: 1)
Moved: will1580 (distance: 50, speed: 1, health: 1)
Moved: fee1581 (distance: 163, speed: 2, health: 3)
Moved: potatobot1583 (distance: 148, speed: 7, health: 2)
Moved: garcia1586 (distance: 75, speed: 1, health: 1)
Moved: cris1587 (distance: 260, speed: 1, health: 1)
Moved: bing1588 (distance: 216, speed: 6, health: 5)
Moved: fee1590 (distance: 168, speed: 2, health: 3)
Moved: noah1591 (distance: 255, speed: 2, health: 3)
Moved: potatobot1601 (distance: 162, speed: 6, health: 5)
Moved: paoletti1602 (distance: 102, speed: 4, health: 3)
Moved: cris1605 (distance: 240, speed: 1, health: 2)
Moved: bing1606 (distance: 215, speed: 7, health: 1)
Moved: will1607 (distance: 66, speed: 1, health: 5)
Moved: potatobot1610 (distance: 105, speed: 3, health: 5)
Moved: paoletti1611 (distance: 147, speed: 5, health: 3)
Moved: darden1612 (distance: 149, speed: 2, health: 3)
Moved: garcia1613 (distance: 164, speed: 8, health: 4)
Moved: cris1614 (distance: 117, speed: 3, health: 2)
Moved: bing1615 (distance: 149, speed: 1, health: 4)
Moved: fee1617 (distance: 247, speed: 3, health: 2)
Moved: potatobot1619 (distance: 103, speed: 5, health: 1)
Moved: darden1621 (distance: 54, speed: 2, health: 4)
Moved: garcia1622 (distance: 240, speed: 4, health: 4)
Moved: cris1623 (distance: 249, speed: 2, health: 2)
Moved: bing1624 (distance: 59, speed: 1, health: 1)
Moved: will1625 (distance: 104, speed: 5, health: 4)
Moved: potatobot1628 (distance: 114, speed: 1, health: 2)
Moved: cris1632 (distance: 147, speed: 1, health: 1)
Moved: bing1633 (distance: 158, speed: 7, health: 5)
Moved: potatobot1637 (distance: 262, speed: 2, health: 5)
Moved: darden1639 (distance: 116, speed: 2, health: 1)
Moved: cris1641 (distance: 195, speed: 3, health: 1)
Moved: bing1642 (distance: 141, speed: 7, health: 2)
Moved: will1643 (distance: 105, speed: 1, health: 2)
Moved: noah1645 (distance: 206, speed: 1, health: 4)
Moved: paoletti1647 (distance: 192, speed: 3, health: 4)
Moved: will1652 (distance: 135, speed: 1, health: 5)
Moved: darden1657 (distance: 151, speed: 7, health: 4)
Moved: cris1659 (distance: 186, speed: 2, health: 2)
Moved: bing1660 (distance: 160, speed: 7, health: 1)
Moved: will1661 (distance: 238, speed: 4, health: 3)
Moved: fee1662 (distance: 116, speed: 1, health: 2)
Moved: potatobot1664 (distance: 115, speed: 5, health: 5)
Moved: paoletti1665 (distance: 185, speed: 8, health: 5)
Moved: garcia1667 (distance: 185, speed: 2, health: 1)
Moved: bing1669 (distance: 252, speed: 1, health: 3)
Moved: will1670 (distance: 158, speed: 6, health: 5)
Moved: fee1671 (distance: 173, speed: 4, health: 5)
Moved: noah1672 (distance: 204, speed: 3, health: 4)
Moved: bing1678 (distance: 130, speed: 4, health: 2)
Moved: will1679 (distance: 161, speed: 6, health: 4)
Moved: paoletti1683 (distance: 255, speed: 3, health: 4)
Moved: will1688 (distance: 207, speed: 6, health: 1)
Moved: garcia1694 (distance: 171, speed: 1, health: 4)
Moved: cris1704 (distance: 158, speed: 6, health: 1)
Moved: will1706 (distance: 182, speed: 3, health: 4)
Moved: noah1708 (distance: 137, speed: 3, health: 3)
Moved: paoletti1710 (distance: 99, speed: 4, health: 3)
Moved: cris1713 (distance: 201, speed: 5, health: 2)
Moved: bing1714 (distance: 43, speed: 2, health: 5)
Moved: noah1717 (distance: 183, speed: 4, health: 2)
Moved: darden1720 (distance: 180, speed: 6, health: 1)
Moved: bing1723 (distance: 158, speed: 1, health: 4)
Moved: will1724 (distance: 235, speed: 4, health: 5)
Moved: potatobot1727 (distance: 208, speed: 1, health: 4)
Moved: garcia1730 (distance: 45, speed: 2, health: 2)
Moved: garcia1739 (distance: 164, speed: 3, health: 1)
Moved: cris1740 (distance: 192, speed: 1, health: 4)
Moved: bing1741 (distance: 206, speed: 6, health: 5)
Moved: potatobot1745 (distance: 232, speed: 1, health: 3)
Moved: paoletti1746 (distance: 157, speed: 1, health: 5)
Moved: garcia1748 (distance: 148, speed: 4, health: 1)
Moved: bing1750 (distance: 158, speed: 4, health: 5)
Moved: noah1762 (distance: 57, speed: 2, health: 3)
Moved: cris1767 (distance: 180, speed: 6, health: 3)
Moved: bing1768 (distance: 109, speed: 2, health: 3)
Moved: fee1770 (distance: 80, speed: 3, health: 3)
Moved: noah1771 (distance: 286, speed: 1, health: 1)
Moved: paoletti1773 (distance: 101, speed: 1, health: 4)
Moved: garcia1775 (distance: 175, speed: 4, health: 5)
Moved: bing1777 (distance: 230, speed: 2, health: 4)
Moved: will1778 (distance: 161, speed: 7, health: 4)
Moved: fee1779 (distance: 150, speed: 6, health: 2)
Moved: paoletti1782 (distance: 30, speed: 1, health: 4)
Moved: darden1783 (distance: 48, speed: 2, health: 2)
Moved: garcia1784 (distance: 142, speed: 2, health: 5)
Moved: cris1785 (distance: 111, speed: 5, health: 2)
Moved: bing1786 (distance: 68, speed: 3, health: 4)
Moved: will1787 (distance: 103, speed: 5, health: 2)
Moved: fee1788 (distance: 231, speed: 5, health: 1)
Moved: noah1789 (distance: 255, speed: 2, health: 1)
Moved: paoletti1791 (distance: 135, speed: 4, health: 1)
Moved: garcia1793 (distance: 128, speed: 3, health: 1)
Moved: fee1797 (distance: 62, speed: 2, health: 5)
Moved: noah1798 (distance: 22, speed: 1, health: 5)
Moved: cris1803 (distance: 201, speed: 2, health: 5)
Moved: bing1804 (distance: 176, speed: 4, health: 5)
Moved: noah1807 (distance: 41, speed: 1, health: 4)
Moved: paoletti1809 (distance: 181, speed: 3, health: 4)
Moved: darden1810 (distance: 207, speed: 7, health: 5)
Moved: garcia1811 (distance: 238, speed: 2, health: 3)
Moved: cris1812 (distance: 266, speed: 1, health: 1)
Moved: bing1813 (distance: 140, speed: 2, health: 5)
Moved: cris1821 (distance: 148, speed: 2, health: 1)
Moved: bing1822 (distance: 80, speed: 3, health: 4)
Moved: noah1825 (distance: 167, speed: 7, health: 3)
Moved: darden1828 (distance: 222, speed: 6, health: 4)
Moved: bing1831 (distance: 221, speed: 5, health: 5)
Moved: darden1837 (distance: 76, speed: 1, health: 5)
Moved: garcia1838 (distance: 203, speed: 2, health: 2)
Moved: fee1842 (distance: 177, speed: 4, health: 4)
Moved: potatobot1844 (distance: 150, speed: 2, health: 2)
Moved: paoletti1845 (distance: 166, speed: 8, health: 5)
Moved: bing1849 (distance: 135, speed: 6, health: 4)
Moved: paoletti1854 (distance: 110, speed: 3, health: 2)
Moved: garcia1856 (distance: 215, speed: 4, health: 1)
Moved: cris1857 (distance: 128, speed: 2, health: 2)
Moved: will1859 (distance: 166, speed: 6, health: 2)
Moved: paoletti1863 (distance: 132, speed: 6, health: 1)
Moved: will1868 (distance: 171, speed: 6, health: 2)
Moved: noah1870 (distance: 267, speed: 2, health: 4)
Moved: potatobot1871 (distance: 220, speed: 5, health: 4)
Moved: darden1873 (distance: 125, speed: 4, health: 2)
Moved: will1877 (distance: 62, speed: 1, health: 4)
Moved: potatobot1880 (distance: 232, speed: 2, health: 4)
Moved: garcia1883 (distance: 102, speed: 5, health: 3)
Moved: bing1885 (distance: 75, speed: 2, health: 3)
Moved: fee1887 (distance: 211, speed: 5, health: 1)
Moved: noah1888 (distance: 236, speed: 3, health: 1)
Moved: potatobot1889 (distance: 122, speed: 6, health: 3)
Moved: paoletti1890 (distance: 192, speed: 7, health: 1)
Moved: garcia1892 (distance: 122, speed: 2, health: 5)
Moved: bing1894 (distance: 276, speed: 2, health: 5)
Moved: will1895 (distance: 218, speed: 4, health: 2)
Moved: fee1896 (distance: 168, speed: 6, health: 5)
Moved: darden1900 (distance: 103, speed: 2, health: 2)
Moved: bing1903 (distance: 182, speed: 8, health: 3)
Moved: cris1911 (distance: 223, speed: 3, health: 5)
Moved: bing1912 (distance: 105, speed: 1, health: 3)
Moved: noah1915 (distance: 124, speed: 4, health: 5)
Moved: potatobot1916 (distance: 192, speed: 5, health: 1)
Moved: paoletti1917 (distance: 118, speed: 3, health: 5)
Moved: fee1923 (distance: 150, speed: 3, health: 5)
Moved: paoletti1926 (distance: 19, speed: 1, health: 5)
Moved: garcia1928 (distance: 196, speed: 3, health: 1)
Moved: cris1929 (distance: 205, speed: 2, health: 1)
Moved: will1931 (distance: 153, speed: 3, health: 4)
Moved: potatobot1934 (distance: 247, speed: 4, health: 4)
Moved: paoletti1935 (distance: 162, speed: 5, health: 3)
Moved: garcia1937 (distance: 158, speed: 6, health: 4)
Moved: cris1938 (distance: 135, speed: 4, health: 5)
Moved: bing1939 (distance: 239, speed: 1, health: 3)
Moved: will1940 (distance: 257, speed: 3, health: 1)
Moved: fee1941 (distance: 216, speed: 4, health: 3)
Moved: potatobot1943 (distance: 82, speed: 1, health: 5)
Moved: fee1950 (distance: 143, speed: 4, health: 5)
Moved: noah1951 (distance: 275, speed: 2, health: 2)
Moved: bing1957 (distance: 92, speed: 2, health: 2)
Moved: cris1965 (distance: 157, speed: 4, health: 5)
Moved: will1967 (distance: 221, speed: 5, health: 1)
Moved: fee1968 (distance: 176, speed: 7, health: 3)
Moved: potatobot1970 (distance: 248, speed: 4, health: 1)
Moved: garcia1973 (distance: 161, speed: 2, health: 2)
Moved: cris1974 (distance: 271, speed: 2, health: 1)
Moved: will1976 (distance: 177, speed: 9, health: 5)
Moved: fee1977 (distance: 198, speed: 7, health: 2)
Moved: noah1978 (distance: 186, speed: 9, health: 5)
